vacc_date,received_at_least_one_dose,full_regimen,minimum_protection,received_one_dose_pcttakeup,full_regimen_pcttakeup,minimum_protection_pcttakeup
2022-02-01,5145372.0,4817303.0,3102748.0,86.43,80.92,52.12
2022-02-02,5145784.0,4818036.0,3103541.0,86.44,80.94,52.13
2022-02-03,5151743.0,4825087.0,3124782.0,86.54,81.05,52.49
2022-02-04,5154829.0,4833622.0,3152032.0,86.59,81.2,52.95
2022-02-05,5157072.0,4844259.0,3175902.0,86.63,81.38,53.35
2022-02-06,5159483.0,4852333.0,3193872.0,86.67,81.51,53.65
2022-02-07,5162259.0,4858812.0,3217636.0,86.72,81.62,54.05
2022-02-08,5164809.0,4864679.0,3241094.0,86.76,81.72,54.45
2022-02-09,5167359.0,4870898.0,3265701.0,86.8,81.82,54.86
2022-02-10,5170585.0,4878971.0,3292401.0,86.86,81.96,55.31
2022-02-11,5172324.0,4889515.0,3325542.0,86.89,82.14,55.86
2022-02-12,5173866.0,4901130.0,3356350.0,86.91,82.33,56.38
2022-02-13,5175512.0,4909802.0,3381810.0,86.94,82.48,56.81
2022-02-14,5178310.0,4914886.0,3405525.0,86.99,82.56,57.21
2022-02-15,5180344.0,4919247.0,3422191.0,87.02,82.64,57.49
2022-02-16,5182610.0,4923873.0,3438718.0,87.06,82.71,57.76
2022-02-17,5185555.0,4929500.0,3455388.0,87.11,82.81,58.04
2022-02-18,5187610.0,4938097.0,3479218.0,87.14,82.95,58.45
2022-02-19,5189665.0,4947485.0,3501621.0,87.18,83.11,58.82
2022-02-20,5192100.0,4953543.0,3516742.0,87.22,83.21,59.08
2022-02-21,5194072.0,4956896.0,3530442.0,87.25,83.27,59.31
2022-02-22,5195748.0,4959721.0,3541660.0,87.28,83.32,59.49
2022-02-23,5197493.0,4962322.0,3553166.0,87.31,83.36,59.69
2022-02-24,5199878.0,4967062.0,3565410.0,87.35,83.44,59.89
2022-02-25,5201719.0,4974217.0,3583612.0,87.38,83.56,60.2
2022-02-26,5204449.0,4982313.0,3601275.0,87.43,83.69,60.5
2022-02-27,5206514.0,4987385.0,3611923.0,87.46,83.78,60.67
2022-02-28,5207637.0,4990883.0,3623787.0,87.48,83.84,60.87
2022-03-01,5208532.0,4993672.0,3633113.0,87.49,83.89,61.03
2022-03-02,5209208.0,4996230.0,3641434.0,87.51,83.93,61.17
2022-03-03,5210125.0,4999324.0,3650647.0,87.52,83.98,61.32
2022-03-04,5211280.0,5003196.0,3663722.0,87.54,84.05,61.54
2022-03-05,5212920.0,5007238.0,3677032.0,87.57,84.11,61.77
2022-03-06,5213605.0,5009366.0,3684902.0,87.58,84.15,61.9
2022-03-07,5214330.0,5012003.0,3693492.0,87.59,84.19,62.04
2022-03-08,5214879.0,5014315.0,3700503.0,87.6,84.23,62.16
2022-03-09,5215435.0,5016516.0,3707774.0,87.61,84.27,62.28
2022-03-10,5216374.0,5019287.0,3715503.0,87.63,84.32,62.41
2022-03-11,5217269.0,5023035.0,3727495.0,87.64,84.38,62.62
2022-03-12,5218710.0,5027074.0,3739702.0,87.67,84.45,62.82
2022-03-13,5219784.0,5029737.0,3748460.0,87.68,84.49,62.97
2022-03-14,5220992.0,5032873.0,3757388.0,87.7,84.54,63.12
2022-03-15,5221906.0,5035442.0,3765284.0,87.72,84.59,63.25
2022-03-16,5222798.0,5037981.0,3773257.0,87.73,84.63,63.38
2022-03-17,5223713.0,5040883.0,3781113.0,87.75,84.68,63.52
2022-03-18,5224538.0,5044770.0,3790692.0,87.76,84.74,63.68
2022-03-19,5225233.0,5048777.0,3799217.0,87.78,84.81,63.82
2022-03-20,5225784.0,5051602.0,3805149.0,87.78,84.86,63.92
2022-03-21,5226639.0,5053875.0,3811318.0,87.8,84.9,64.02
2022-03-22,5227342.0,5055687.0,3816598.0,87.81,84.93,64.11
2022-03-23,5227844.0,5057571.0,3821999.0,87.82,84.96,64.2
2022-03-24,5228348.0,5059427.0,3828061.0,87.83,84.99,64.31
2022-03-25,5229004.0,5062136.0,3837118.0,87.84,85.04,64.46
2022-03-26,5229775.0,5065235.0,3846176.0,87.85,85.09,64.61
2022-03-27,5230221.0,5067067.0,3852990.0,87.86,85.12,64.72
2022-03-28,5230708.0,5068919.0,3860189.0,87.87,85.15,64.84
2022-03-29,5231086.0,5070536.0,3866369.0,87.87,85.18,64.95
2022-03-30,5231484.0,5072186.0,3872988.0,87.88,85.2,65.06
2022-03-31,5231887.0,5074062.0,3879783.0,87.89,85.24,65.17
2022-04-01,5232415.0,5075852.0,3887590.0,87.9,85.27,65.31
2022-04-02,5232963.0,5078040.0,3895655.0,87.91,85.3,65.44
2022-04-03,5233298.0,5079295.0,3901334.0,87.91,85.32,65.54
2022-04-04,5233684.0,5080797.0,3907231.0,87.92,85.35,65.64
2022-04-05,5234103.0,5082079.0,3912254.0,87.92,85.37,65.72
2022-04-06,5234493.0,5083404.0,3917216.0,87.93,85.39,65.8
2022-04-07,5234985.0,5084975.0,3922554.0,87.94,85.42,65.89
2022-04-08,5235549.0,5086895.0,3930174.0,87.95,85.45,66.02
2022-04-09,5236501.0,5089257.0,3937844.0,87.96,85.49,66.15
2022-04-10,5236936.0,5090653.0,3943515.0,87.97,85.51,66.24
2022-04-11,5237302.0,5091901.0,3949209.0,87.98,85.54,66.34
2022-04-12,5237644.0,5093238.0,3954574.0,87.98,85.56,66.43
2022-04-13,5238000.0,5094734.0,3960063.0,87.99,85.58,66.52
2022-04-14,5238245.0,5095806.0,3965562.0,87.99,85.6,66.61
2022-04-15,5238327.0,5096249.0,3966344.0,88.0,85.61,66.63
2022-04-16,5239032.0,5098226.0,3975086.0,88.01,85.64,66.77
2022-04-17,5239341.0,5099357.0,3980095.0,88.01,85.66,66.86
2022-04-18,5239679.0,5100620.0,3985470.0,88.02,85.68,66.95
2022-04-19,5239941.0,5101734.0,3990073.0,88.02,85.7,67.03
2022-04-20,5240303.0,5102877.0,3994662.0,88.03,85.72,67.1
2022-04-21,5240646.0,5104055.0,3999417.0,88.03,85.74,67.18
2022-04-22,5241231.0,5105650.0,4005871.0,88.04,85.77,67.29
2022-04-23,5241832.0,5107255.0,4012656.0,88.05,85.79,67.41
2022-04-24,5242183.0,5108264.0,4018018.0,88.06,85.81,67.5
2022-04-25,5242510.0,5109401.0,4023357.0,88.07,85.83,67.59
2022-04-26,5242782.0,5110389.0,4027873.0,88.07,85.85,67.66
2022-04-27,5243061.0,5111310.0,4032097.0,88.07,85.86,67.73
2022-04-28,5243412.0,5112337.0,4036578.0,88.08,85.88,67.81
2022-04-29,5243920.0,5113841.0,4044001.0,88.09,85.9,67.93
2022-04-30,5244488.0,5115585.0,4053314.0,88.1,85.93,68.09
2022-05-01,5244581.0,5115793.0,4054046.0,88.1,85.94,68.1
2022-05-02,5244866.0,5116421.0,4060313.0,88.11,85.95,68.21
2022-05-03,5244955.0,5116699.0,4060720.0,88.11,85.95,68.21
2022-05-04,5245188.0,5117434.0,4067149.0,88.11,85.96,68.32
2022-05-05,5245398.0,5118139.0,4072289.0,88.11,85.98,68.41
2022-05-06,5245697.0,5118886.0,4078445.0,88.12,85.99,68.51
2022-05-07,5246033.0,5119851.0,4084586.0,88.12,86.01,68.61
2022-05-08,5246352.0,5120871.0,4088891.0,88.13,86.02,68.69
2022-05-09,5246589.0,5121563.0,4094697.0,88.13,86.03,68.78
2022-05-10,5246879.0,5122300.0,4099584.0,88.14,86.05,68.87
2022-05-11,5247133.0,5123075.0,4104125.0,88.14,86.06,68.94
2022-05-12,5247415.0,5123849.0,4109053.0,88.15,86.07,69.03
2022-05-13,5247820.0,5124877.0,4116635.0,88.15,86.09,69.15
2022-05-14,5248159.0,5125759.0,4123576.0,88.16,86.1,69.27
2022-05-15,5248245.0,5125974.0,4124336.0,88.16,86.11,69.28
2022-05-16,5248660.0,5126914.0,4131135.0,88.17,86.12,69.4
2022-05-17,5248913.0,5127750.0,4137794.0,88.17,86.14,69.51
2022-05-18,5249215.0,5128639.0,4143334.0,88.18,86.15,69.6
2022-05-19,5249510.0,5129410.0,4148150.0,88.18,86.17,69.68
2022-05-20,5249875.0,5130360.0,4154533.0,88.19,86.18,69.79
2022-05-21,5250314.0,5131509.0,4162204.0,88.2,86.2,69.92
2022-05-22,5250604.0,5132162.0,4167227.0,88.2,86.21,70.0
2022-05-23,5250875.0,5132900.0,4172091.0,88.21,86.22,70.08
2022-05-24,5251183.0,5133617.0,4177150.0,88.21,86.24,70.17
2022-05-25,5251480.0,5134445.0,4181602.0,88.22,86.25,70.24
2022-05-26,5251810.0,5135204.0,4186110.0,88.22,86.26,70.32
2022-05-27,5252213.0,5136146.0,4192707.0,88.23,86.28,70.43
2022-05-28,5252690.0,5137160.0,4200055.0,88.24,86.3,70.55
2022-05-29,5253026.0,5137896.0,4205560.0,88.24,86.31,70.65
2022-05-30,5253437.0,5138805.0,4211830.0,88.25,86.32,70.75
2022-05-31,5253740.0,5139589.0,4218152.0,88.25,86.34,70.86
2022-06-01,5254073.0,5140302.0,4221552.0,88.26,86.35,70.92
2022-06-02,5254363.0,5140967.0,4224863.0,88.26,86.36,70.97
2022-06-03,5254652.0,5141697.0,4228875.0,88.27,86.37,71.04
2022-06-04,5255030.0,5142649.0,4233452.0,88.28,86.39,71.12
2022-06-05,5255310.0,5143297.0,4236549.0,88.28,86.4,71.17
2022-06-06,5255689.0,5144171.0,4240378.0,88.29,86.41,71.23
2022-06-07,5255958.0,5144966.0,4243516.0,88.29,86.43,71.28
2022-06-08,5256299.0,5145763.0,4246635.0,88.3,86.44,71.34
2022-06-09,5256599.0,5146509.0,4249514.0,88.3,86.45,71.38
2022-06-10,5256839.0,5147266.0,4253288.0,88.31,86.47,71.45
2022-06-11,5257074.0,5148024.0,4257247.0,88.31,86.48,71.51
2022-06-12,5257399.0,5149008.0,4260029.0,88.32,86.49,71.56
2022-06-13,5257712.0,5149853.0,4263177.0,88.32,86.51,71.61
2022-06-14,5257967.0,5150550.0,4266095.0,88.33,86.52,71.66
2022-06-15,5258292.0,5151396.0,4268694.0,88.33,86.54,71.71
2022-06-16,5258595.0,5152162.0,4271275.0,88.34,86.55,71.75
2022-06-17,5258877.0,5152954.0,4274354.0,88.34,86.56,71.8
2022-06-18,5259138.0,5153738.0,4277423.0,88.34,86.57,71.85
2022-06-19,5259322.0,5154348.0,4279464.0,88.35,86.58,71.89
2022-06-20,5259664.0,5155374.0,4282383.0,88.35,86.6,71.94
2022-06-21,5259939.0,5156194.0,4285359.0,88.36,86.62,71.99
2022-06-22,5260299.0,5157106.0,4288313.0,88.36,86.63,72.04
2022-06-23,5260672.0,5157997.0,4291124.0,88.37,86.65,72.08
2022-06-24,5260960.0,5158849.0,4294650.0,88.38,86.66,72.14
